,corpus_id,sentences
997,40,"""my words are nearly always an offense."
998,40,i don't know how to speak of anything
999,40,"so as to please you. but i might be taught,"
1000,40,i should suppose. i can't say i see how.
1001,40,a man must partly give up being a man
1002,40,with womenfolk. we could have some arrangement
1003,40,by which i'd bind myself to keep hands off
1004,40,anything special you're a-mind to name.
1005,40,though i don't like such things 'twixt those that love.
1006,40,two that don't love can't live together without them.
1007,40,"but two that do can't live together with them."""
1008,40,"she moved the latch a little. ""don't   don't go."
1009,40,don't carry it to someone else this time.
1010,40,tell me about it if it's something human.
1011,40,let me into your grief. i'm not so much
1012,40,unlike other folks as your standing there
1013,40,apart would make me out. give me my chance.
1014,40,"i do think, though, you overdo it a little."
1015,40,what was it brought you up to think it the thing
1016,40,to take your mother-loss of a first child
1017,40,so inconsolably   in the face of love.
1018,40,"you'd think his memory might be satisfied  -"""
1019,40,"""there you go sneering now!"""
1020,40,"    ""i'm not, i'm not!"
1021,40,you make me angry. i'll come down to you.
1022,40,"god, what a woman! and it's come to this,"
1023,40,"a man can't speak of his own child that's dead."""
1024,40,"""you can't because you don't know how to speak."
1025,40,"if you had any feelings, you that dug"
1026,40,with your own hand   how could you?   his little grave;
1027,40,"i saw you from that very window there,"
1028,40,"making the gravel leap and leap in air,"
1029,40,"leap up, like that, like that, and land so lightly"
1030,40,and roll back down the mound beside the hole.
1031,40,"i thought, who is that man? i didn't know you."
1032,40,and i crept down the stairs and up the stairs
1033,40,"to look again, and still your spade kept lifting."
1034,40,then you came in. i heard your rumbling voice
1035,40,"out in the kitchen, and i don't know why,"
1036,40,but i went near to see with my own eyes.
1037,40,you could sit there with the stains on your shoes
1038,40,of the fresh earth from your own baby's grave
1039,40,and talk about your everyday concerns.
1040,40,you had stood the spade up against the wall
1041,40,"outside there in the entry, for i saw it."""
1042,40,"""i shall laugh the worst laugh i ever laughed."
1043,40,"i'm cursed. god, if i don't believe i'm cursed."""
1044,40,"""i can repeat the very words you were saying,"
1045,40,'three foggy mornings and one rainy day
1046,40,will rot the best birch fence a man can build.'
1047,40,"think of it, talk like that at such a time!"
1048,40,what had how long it takes a birch to rot
1049,40,to do with what was in the darkened parlour?
1050,40,you couldn't care! the nearest friends can go
1051,40,"with anyone to death, comes so far short"
1052,40,they might as well not try to go at all.
1053,40,"no, from the time when one is sick to death,"
1054,40,"one is alone, and he dies more alone."
1055,40,"friends make pretense of following to the grave,"
1056,40,"but before one is in it, their minds are turned"
1057,40,and making the best of their way back to life
1058,40,"and living people, and things they understand."
1059,40,but the world's evil. i won't have grief so
1060,40,"if i can change it. oh, i won't, i won't!"""
1061,40,"""there, you have said it all and you feel better."
1062,40,you won't go now. you're crying. close the door.
1063,40,"the heart's gone out of it, why keep it up?"
1064,40,"amyl there's someone coming down the road!"""
1065,40,"""you   oh, you think the talk is all. i must go  "
1066,40,"somewhere out of this house. how can i make you  -"""
1067,40,"""if   you   do!"" she was opening the door wider."
1068,40,"""where do you mean to go? first tell me that."
1069,40,"i'll follow and bring you back by force. i will!  """
1070,41,by june our brook's run out of song and speed.
1071,41,"sought for much after that, it will be found"
1072,41,either to have gone groping underground
1073,41,and taken with it all the hyla breed
1074,41,"that shouted in the mist a month ago,"
1075,41,like ghost of sleigh-bells in a ghost of snow 
1076,41,"or flourished and come up in jewel-weed,"
1077,41,weak foliage that is blown upon and bent
1078,41,even against the way its waters went.
1079,41,its bed is left a faded paper sheet
1080,41,of dead leaves stuck together by the heat 
1081,41,a brook to none but who remember long.
1082,41,this as it will be seen is other far
1083,41,than with brooks taken otherwhere in song.
1084,41,we love the things we love for what they are.
1085,42,the living come with grassy tread
1086,42,to read the gravestones on the hill;
1087,42,"the graveyard draws the living still,"
1088,42,but never anymore the dead.
1089,42,"the verses in it say and say,"
1090,42,"""the ones who living come today"
1091,42,to read the stones and go away
1092,42,"tomorrow dead will come to stay."""
1093,42,"so sure of death the marbles rhyme,"
1094,42,yet can't help marking all the time
1095,42,how no one dead will seem to come.
1096,42,what is it men are shrinking from?
1097,42,it would be easy to be clever
1098,42,"and tell the stones, men hate to die"
1099,42,and have stopped dying now forever.
1100,42,i think they would believe the lie.
1101,43,"when i was young, we dwelt in a vale"
1102,43,"   by a misty fen that rang all night,"
1103,43,   and thus it was the maidens pale
1104,43,"   i knew so well, whose garments trail"
1105,43,   across the reeds to a window light.
1106,43,"   the fen had every kind of bloom,"
1107,43,"   and for every kind there was a face,"
1108,43,   and a voice that has sounded in my room
1109,43,   across the sill from the outer gloom.
1110,43,"   each came singly unto her place,"
1111,43,   but all came every night with the mist;
1112,43,   and often they brought so much to say
1113,43,"   of things of moment to which, they wist,"
1114,43,"   one so lonely was fain to list,"
1115,43,   that the stars were almost faded away
1116,43,"   before the last went, heavy with dew,"
1117,43,   back to the place from which she came 
1118,43,"   where the bird was before it flew,"
1119,43,"   where the flower was before it grew,"
1120,43,   where bird and flower were one and the same.
1121,43,   and thus it is i know so well
1122,43,"   why the flower has odor, the bird has song."
1123,43,"   you have only to ask me, and i can tell."
1124,43,"   no, not vainly there did i dwell,"
1125,43,   nor vainly listen all the night long.
1126,44,"thus of old the douglas did,"
1127,44,   he left his land as he was bid
1128,44,   with the royal heart of robert the bruce
1129,44,"   in a golden case with a golden lid,"
1130,44,   to carry the same to the holy land;
1131,44,   by which we see and understand
1132,44,   that that was the place to carry a heart
1133,44,"   at loyalty and love's command,"
1134,44,   and that was the case to carry it in.
1135,44,   the douglas had not far to win
1136,44,"   before he came to the land of spain,"
1137,44,   where long a holy war had been
1138,44,   against the too-victorious moor;
1139,44,   and there his courage could not endure
1140,44,   not to strike a blow for god
1141,44,   before he made his errand sure.
1142,44,"   and ever it was intended so,"
1143,44,"   that a man for god should strike a blow,"
1144,44,   no matter the heart he has in charge
1145,44,   for the holy land where hearts should go.
1146,44,"   but when in battle the foe were met,"
1147,44,"   the douglas found him sore beset,"
1148,44,   with only strength of the fighting arm
1149,44,   for one more battle passage yet 
1150,44,   and that as vain to save the day
1151,44,   as bring his body safe away 
1152,44,   only a signal deed to do
1153,44,   and a last sounding word to say.
1154,44,   the heart he wore in a golden chain
1155,44,"   he swung and flung forth into the plain,"
1156,44,   and followed it crying 'heart or death!'
1157,44,   and fighting over it perished fain.
1158,44,"   so may another do of right,"
1159,44,"   give a heart to the hopeless fight,"
1160,44,   the more of right the more he loves;
1161,44,   so may another redouble might
1162,44,"   for a few swift gleams of the angry brand,"
1163,44,   scorning greatly not to demand
1164,44,   in equal sacrifice with his
1165,44,   the heart he bore to the holy land.
1166,45,the same leaves over and over again!
1167,45,they fall from giving shade above
1168,45,to make one texture of faded brown
1169,45,and fit the earth like a leather glove.
1170,45,before the leaves can mount again
1171,45,"to fill the trees with another shade,"
1172,45,they must go down past things coming up.
1173,45,they must go down into the dark decayed.
1174,45,they must be pierced by flowers and put
1175,45,beneath the feet of dancing flowers.
1176,45,however it is in some other world
1177,45,i know that this is way in ours.
1178,46,"they leave us so to the way we took,"
1179,46,"as two in whom them were proved mistaken,"
1180,46,"that we sit sometimes in the wayside nook,"
1181,46,"with mischievous, vagrant, seraphic look,"
1182,46,and try if we cannot feel forsaken.
1183,47,a dented spider like a snow drop white
1184,47,"on a white heal-all, holding up a moth"
1185,47,like a white piece of lifeless satin cloth -
1186,47,saw ever curious eye so strange a sight? -
1187,47,"portent in little, assorted death and blight"
1188,47,like the ingredients of a witches' broth? -
1189,47,"the beady spider, the flower like a froth,"
1190,47,and the moth carried like a paper kite.
1191,47,"what had that flower to do with being white,"
1192,47,the blue prunella every child's delight.
1193,47,what brought the kindred spider to that height?
1194,47,make we no thesis of the miller's plight.
1195,47,what but design of darkness and of night?
1196,47,"design, design! do i use the word aright?"
1197,48,"one of my wishes is that those dark trees,"
1198,48,"so old and firm they scarcely show the breeze,"
1199,48,"were not, as 'twere, the merest mask of gloom,"
1200,48,but stretched away unto the edge of doom.
1201,48,i should not be withheld but that some day
1202,48,"into their vastness i should steal away,"
1203,48,"fearless of ever finding open land,"
1204,48,or highway where the slow wheel pours the sand.
1205,48,"i do not see why i should e'er turn back,"
1206,48,or those should not set forth upon my track
1207,48,"to overtake me, who should miss me here"
1208,48,and long to know if still i held them dear.
1209,48,they would not find me changed from him they knew 
1210,48,only more sure of all i though was true.
1211,49,"seek not in me the bit i capital,"
1212,49,not yet the little dotted in me seek.
1213,49,"if i have in me any i at all,"
1214,49,'tis the iota subscript  of the greek.
1215,49,so small an i as an attention beggar.
1216,49,the letter you will find me subscript to
1217,49,"is neither alpha, eta, nor omega,"
1218,49,but upsilon which is the greek for you. 
1219,50,"a tree's leaves may be ever so good,"
1220,50,"so may its bar, so may its wood;"
1221,50,but unless you put the right thing to its root
1222,50,it never will show much flower or fruit.
1223,50,but i may be one who does not care
1224,50,ever to have tree bloom or bear.
1225,50,"leaves for smooth and bark for rough,"
1226,50,leaves and bark may be tree enough.
1227,50,some giant trees have bloom so small
1228,50,they might as well have none at all.
1229,50,late in life i have come on fern.
1230,50,now lichens are due to have their turn.
1231,50,"i bade men tell me which in brief,"
1232,50,"which is fairer, flower or leaf."
1233,50,"they did not have the wit to say,"
1234,50,leaves by night and flowers by day.
1235,50,"leaves and bar, leaves and bark,"
1236,50,to lean against and hear in the dark.
1237,50,petals i may have once pursued.
1238,50,leaves are all my darker mood.
1239,51,"a stranger came to the door at eve,"
1240,51,and he spoke the bridegroom fair.
1241,51,"he bore a green-white stick in his hand,"
1242,51,"and, for all burden, care."
1243,51,he asked with the eyes more than the lips
1244,51,"for a shelter for the night,"
1245,51,and he turned and looked at the road afar
1246,51,without a window light.
1247,51,the bridegroom came forth into the porch
1248,51,"with, 'let us look at the sky,"
1249,51,"and question what of the night to be,"
1250,51,"stranger, you and i.'"
1251,51,"the woodbine leaves littered the yard,"
1252,51,"the woodbine berries were blue,"
1253,51,"autumn, yes, winter was in the wind;"
1254,51,"'stranger, i wish i knew.'"
1255,51,"within, the bride in the dusk alone"
1256,51,"bent over the open fire,"
1257,51,her face rose-red with the glowing coal
1258,51,and the thought of the heart's desire.
1259,51,"the bridegroom looked at the weary road,"
1260,51,"yet saw but her within,"
1261,51,and wished her heart in a case of gold
1262,51,and pinned with a silver pin.
1263,51,the bridegroom thought it little to give
1264,51,"a dole of bread, a purse,"
1265,51,"a heartfelt prayer for the poor of god,"
1266,51,or for the rich a curse;
1267,51,but whether or not a man was asked
1268,51,to mar the love of two
1269,51,"by harboring woe in the bridal house,"
1270,51,the bridegroom wished he knew.
1271,52,as i went down the hill along the wall
1272,52,there was a gate i had leaned at for the view
1273,52,and had just turned from when i first saw you
1274,52,as you came up the hill. we met. but all
1275,52,we did that day was mingle great and small
1276,52,footprints in summer dust as if we drew
1277,52,the figure of our being less that two
1278,52,but more than one as yet. your parasol
1279,52,pointed the decimal off with one deep thrust.
1280,52,and all the time we talked you seemed to see
1281,52,something down there to smile at in the dust.
1282,52,"oh, it was without prejudice to me!"
1283,52,afterward i went past what you had passed
1284,52,before we met and you what i had passed.
1285,53,"something there is that doesn't love a wall,"
1286,53,"that sends the frozen-ground-swell under it,"
1287,53,and spills the upper boulders in the sun;
1288,53,and makes gaps even two can pass abreast.
1289,53,"the work of hunters is another thing,"
1290,53,i have come after them and made repair
1291,53,"where they have left not one stone on a stone,"
1292,53,"but they would have the rabbit out of hiding,"
1293,53,"to please the yelping dogs. the gaps i mean,"
1294,53,"no one has seen them made or heard them made,"
1295,53,but at spring mending-time we find them there.
1296,53,i let my neighbor know beyond the hill;
1297,53,and on a day we meet to walk the line
1298,53,and set the wall between us once again.
1299,53,we keep the wall between us as we go.
1300,53,to each the boulders that have fallen to each.
1301,53,and some are loaves and some so nearly balls
1302,53,"we have to use a spell to make them balance,"
1303,53,"""stay where you are until our backs are turned!"""
1304,53,we wear our fingers rough with handling them.
1305,53,"oh, just another kind of out-door game,"
1306,53,"one on a side. it comes to little more,"
1307,53,"there where it is we do not need the wall,"
1308,53,he is all pine and i am apple orchard.
1309,53,my apple trees will never get across
1310,53,"and eat the cones under his pines, i tell him."
1311,53,"he only says, ""good fences make good neighbors."""
1312,53,"spring is the mischief in me, and i wonder"
1313,53,"if i could put a notion in his head,"
1314,53,"""why do they make good neighbors? isn't it"
1315,53,where there are cows? but here there are no cows.
1316,53,before i built a wall i'd ask to know
1317,53,"what i was walling in or walling out,"
1318,53,and to whom i was like to give offence.
1319,53,"something there is that doesn't love a wall,"
1320,53,"that wants it down."" i could say ""elves"" to him,"
1321,53,"but it's not elves exactly, and i'd rather"
1322,53,he said it for himself. i see him there
1323,53,bringing a stone grasped firmly by the top
1324,53,"in each hand, like an old-stone savage armed."
1325,53,"he moves in darkness as it seems to me,"
1326,53,not of woods only and the shade of trees.
1327,53,"he will not go behind his father's saying,"
1328,53,and he likes having thought of it so well
1329,53,"he says again, ""good fences make good neighbors."""
1330,54,"there was never a sound beside the wood but one,"
1331,54,and that was my long scythe whispering to the ground.
1332,54,what was it it whispered? i knew not well myself;
1333,54,"perhaps it was something about the heat of the sun,"
1334,54,"something, perhaps, about the lack of sound "
1335,54,and that was why it whispered and did not speak.
1336,54,"it was no dream of the gift of idle hours,"
1337,54,"or easy gold at the hand of fay or elf,"
1338,54,anything more than the truth would have seemed too weak
1339,54,"to the earnest love that laid the swale in rows,"
1340,54,not without feeble-pointed spikes of flowers
1341,54,"pale orchises, and scared a bright green snake."
1342,54,the fact is the sweetest dream that labour knows.
1343,54,my long scythe whispered and left the hay to make.
1344,55,"thine emulous fond flowers are dead, too,"
1345,55,"and the daft sun-assaulter, he"
1346,55,"that frightened thee so oft, is fled or dead,"
1347,55,save only me
1348,55,nor is it sad to thee!
1349,55,save only me
1350,55,there is none left to mourn thee in the fields.
1351,55,the gray grass is scarce dappled with the snow;
1352,55,its two banks have not shut upon the river;
1353,55,but it is long ago 
1354,55,it seems forever 
1355,55,"since first i saw thee glance,"
1356,55,"with all thy dazzling other ones,"
1357,55,"in airy dalliance,"
1358,55,"precipitate in love,"
1359,55,"tossed, tangled, whirled and whirled above,"
1360,55,like a limp rose-wreath in a fairy dance.
1361,55,"when that was, the soft mist"
1362,55,"of my regret hung not on all the land,"
1363,55,"and i was glad for thee,"
1364,55,"and glad for me, i wist."
1365,55,"thou didst not know, who tottered, wandering on high,"
1366,55,"that fate had made thee for the pleasure of the wind,"
1367,55,"with those great careless wings,"
1368,55,nor yet did i.
1369,55,"and there were other things,"
1370,55,"it seemed god let thee flutter from his gentle clasp,"
1371,55,then fearful he had let thee win
1372,55,"too far beyond him to be gathered in,"
1373,55,"santched thee, o'ereager, with ungentle gasp."
1374,55,ah! i remember me
1375,55,how once conspiracy was rife
1376,55,against my life 
1377,55,the languor of it and the dreaming fond;
1378,55,"surging, the grasses dizzied me of thought,"
1379,55,"the breeze three odors brought,"
1380,55,and a gem-flower waved in a wand!
1381,55,then when i was distraught
1382,55,"and could not speak,"
1383,55,"sidelong, full on my cheek,"
1384,55,what should that reckless zephyr fling
1385,55,but the wild touch of thy dye-dusty wing!
1386,55,i found that wing broken today!
1387,55,"for thou art dead, i said,"
1388,55,and the strange birds say.
1389,55,i found it with the withered leaves
1390,55,under the eaves.
1391,56,"my sorrow, when she's here with me,"
1392,56,thinks these dark days of autumn rain
1393,56,are beautiful as days can be;
1394,56,"she loves the bare, the withered tree;"
1395,56,she walks the sodden pasture lane.
1396,56,her pleasure will not let me stay.
1397,56,"she talks and i am fain to list,"
1398,56,"she's glad the birds are gone away,"
1399,56,she's glad her simple worsted grey
1400,56,is silver now with clinging mist.
1401,56,"the desolate, deserted trees,"
1402,56,"the faded earth, the heavy sky,"
1403,56,"the beauties she so truly sees,"
1404,56,"she thinks i have no eye for these,"
1405,56,and vexes me for reason why.
1406,56,not yesterday i learned to know
1407,56,the love of bare november days
1408,56,"before the coming of the snow,"
1409,56,"but it were vain to tell her so,"
1410,56,and they are better for her praise
1411,57,the people along the sand
1412,57,all turn and look one way.
1413,57,they turn their back on the land.
1414,57,they look at the sea all day.
1415,57,as long as it takes to pass
1416,57,a ship keeps raising its hull;
1417,57,the wetter ground like glass
1418,57,reflects a standing gull
1419,57,the land may vary more;
1420,57,but wherever the truth may be 
1421,57,"the water comes ashore,"
1422,57,and the people look at the sea.
1423,57,they cannot look out far.
1424,57,they cannot look in deep.
1425,57,btu when was that ever a bar
1426,57,to any watch they keep?
1427,58,he would declare and could himself believe
1428,58,that the birds there in all the garden round
1429,58,from having heard the daylong voice of eve
1430,58,"had added to their own an oversound,"
1431,58,her tone of meaning but without the words.
1432,58,admittedly an eloquence so soft
1433,58,could only have had an influence on birds
1434,58,when call or laughter carried it aloft.
1435,58,"be that as may be, she was in their song."
1436,58,moreover her voice upon their voices crossed
1437,58,had now persisted in the woods so long
1438,58,that probably it never would be lost.
1439,58,never again would birds' song be the same.
1440,58,and to do that to birds was why she came.
1441,59,they sent him back to her. the letter came
1442,59,saying... and she could have him. and before
1443,59,she could be sure there was no hidden ill
1444,59,"under the formal writing, he was in her sight,"
1445,59,living. they gave him back to her alive
1446,59,how else? they are not known to send the dead
1447,59,and not disfigured visibly. his face?
1448,59,"his hands? she had to look, and ask,"
1449,59,"""what was it, dear?"" and she had given all"
1450,59,and still she had all they had they the lucky!
1451,59,"wasnâ€™t she glad now? everything seemed won,"
1452,59,and all the rest for them permissible ease.
1453,59,"she had to ask, ""what was it, dear?"""
1454,59,"""enough,"""
1455,59,"yet not enough. a bullet through and through,"
1456,59,high in the breast. nothing but what good care
1457,59,"and medicine and rest, and you a week,"
1458,59,"can cure me of to go again."" the same"
1459,59,grim giving to do over for them both.
1460,59,she dared no more than ask him with her eyes
1461,59,how was it with him for a second trial.
1462,59,and with his eyes he asked her not to ask.
1463,59,"they had given him back to her, but not to keep."
1464,60,"nature's first green is gold,"
1465,60,her hardest hue to hold.
1466,60,her early leaf's a flower;
1467,60,but only so an hour.
1468,60,then leaf subsides to leaf.
1469,60,"so eden sank to grief,"
1470,60,so dawn goes down to day.
1471,60,nothing gold can stay.
1472,61,"now close the windows and hush all the fields,"
1473,61,"if the trees must, let them silently toss;"
1474,61,"no bird is singing now, and if there is,"
1475,61,be it my loss.
1476,61,"it will be long ere the marshes resume,"
1477,61,"i will be long ere the earliest bird,"
1478,61,"so close the windows and not hear the wind,"
1479,61,but see all wind-stirred.
